country,AT,BE,BG,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,MT,NL,PL,PT,RO,SE,SI,SK,UK
HR,2.225352521626599,0.977981315089573,0.1262594406575449,0.0359392866442885,0.4479719051412061,4.175007782305736,0.521968067065776,0.0249744382701243,0.1972239530236649,0.2777018003878269,0.2321372682906928,1.715041041403881,137.1928894296036,0.872506781420487,0.3636786751496677,5.938279289193559,0.0254406796257113,0.2058032619678068,0.0162965221875321,0.0342467578489681,0.4405013306497653,0.388214618409282,0.0564763910134828,0.1295590911055471,0.6921582077747919,2.50151495506861,0.2247039856714979,1.1989532300493737
HU,9.904741960753867,3.3481841450031298,1.069181463159314,0.1203575823881864,4.227434467938485,37.519248297070504,1.9112280078970452,0.2151284546112974,0.4109066205234352,3.752776228280414,1.6216396119981715,8.565810433263827,0.5688366555762332,373.818187937689,2.456238707228633,13.374739861155838,0.2238202071073768,0.5336069835645783,0.0895342671605899,0.0704656267353381,3.0814941602834796,4.253198141611046,0.6088698705040954,4.01727827546595,3.510031420781427,1.4090263185812408,3.892102865410593,5.701207182054153
IE,0.7802007603802632,2.535325147437808,0.1275598628871957,0.0235335111999583,0.3939607218847645,9.908292647627343,1.2551598648886038,0.0736373132723229,0.1943107965544496,1.5159121165886635,1.2425648437094423,6.376396302687079,0.0350829515538861,0.733265862335718,354.5722722637448,5.334438736921211,0.0495545089022953,1.5092261536293816,0.0469276729077016,0.0579161217788099,2.1831392662117795,0.7365520449999247,0.3253290084707225,0.1264903451031304,2.3285448631341708,0.1346635317575387,0.1300786515682097,9.887624945642
IT,12.058992524021845,12.563922560336016,1.5502102963077573,0.1933298806678745,4.847774817751359,69.68397837540654,6.850472935348898,0.5088514673665865,4.145816055813375,19.981206945981903,4.572683571017608,54.76059003350116,1.0617419130693522,6.050867027115355,11.793144952167609,2022.2167849177968,0.643907914768792,3.166835466841636,0.2904092867790317,0.9266042765823244,7.191712649248508,9.230490137376425,3.743549256855608,3.736574615432334,9.13844709213907,3.392186781480206,2.9305635098413365,17.787145401185935
LT,0.5716141689630709,1.0028059102604896,0.0697971635924778,0.0795850214946421,0.2822536780757388,5.0437236056529375,2.2534626942136207,1.462263179049938,0.0701948381420587,0.5083043986145662,0.8630129982353476,1.6852332706087436,0.0170601873936592,0.2341790873494748,0.411868701898241,1.7272873625899066,176.2393190598766,0.0417638124007345,2.1568260598359736,0.0101726644651107,0.9962314169605988,1.484573295532702,0.0839846240377045,0.0619508591651383,2.0115082002974765,0.0764039750116879,0.104690806383969,1.0670596732562816
LU,0.120995196988118,1.20997521316136,0.0184324130494431,0.0123421270275244,0.0565720224120378,1.865420734856431,0.1738016915954094,0.0089195584297031,0.0449892694753083,0.2355078923225142,0.0661734672847961,1.039259751934812,0.0049759559574329,0.0624484002937321,1.9362804171322705,1.186507043459083,0.0063842502573263,40.21761601953002,0.0069268387671039,0.0619019243363156,0.3447339144796005,0.0975162733821139,0.0330911740263445,0.0263281178169285,0.2020589696465644,0.0191762445136056,0.0235252060167083,0.962507775306517
LV,0.3969207955584616,0.6120960467773944,0.0299321846184148,0.130605091296944,0.2032354992674409,2.965922516141718,2.405518305897386,2.789433743153527,0.1603116014193958,0.5464041006784818,1.8150965573644255,0.8642349620657359,0.0083788432756119,0.1812877626718727,0.3958587133384599,0.9393539158002292,1.775659696166732,0.0630212850964442,108.18790816641402,0.0315708368950617,0.5698107341526604,0.8092320610944095,0.0684414912028839,0.083674592410182,2.983017202556346,0.0358610341013276,0.0894377487576265,1.2459965301699685
MT,0.0451540758248986,0.0544113058026833,0.0049468467192449,0.0033847962679155,0.0086697209155319,0.384692390386965,0.0647565130612441,0.0074594021907713,0.0122955879687925,0.0284877951161256,0.0147457954605363,0.1386010208188856,0.0035604511938872,0.0138851547844609,0.3950838282173742,0.1695348073608526,0.0024906067411636,0.0221076189851073,0.0018362350062296,13.07866355616254,0.0233981212411664,0.020527506382457,0.0080038263830274,0.0072095148233802,0.0705391940856377,0.0023536945934731,0.0056123745806143,0.2618264361658163
NL,3.699211028410683,24.726797085008982,0.4512106869503812,0.1553873648075926,2.102177046643141,50.14621827478532,7.539465637989997,0.2853422727918875,1.3494762000526563,5.629127189376392,4.112550112465451,20.861611696548653,0.1619728241692274,3.8970178049681494,33.720617635546006,16.670186497965705,0.3503151140975729,1.8083217399111235,0.1345459572661954,0.1330723873586294,839.0537494073999,3.509701693232699,1.3413204986420548,0.7616654959321227,7.02515588389962,0.3749004432242787,0.9447105803761108,16.20057863388087
PL,12.178385403020384,15.15136329524974,1.6844962757632886,0.58485202699775,18.635968322684548,120.74564027120576,13.686838475837767,2.1167209364908217,1.0786334487335023,10.926589344556746,8.36865332682559,36.9573133434467,0.6077849392063357,16.051838104666388,12.558694644952524,31.88038542689481,3.9536553381024033,1.7525040589382392,1.23500689192725,0.3539272588843989,13.492643302064202,1271.675476269775,1.5024705787867274,3.3972066114405277,20.416712158576814,2.106043599087536,7.516724789189904,23.263025518166103
PT,0.9804282042515792,3.048192448852985,0.3701034599163846,0.0328603174734927,0.6746915883216461,11.913406062856453,1.6641588812302546,0.0886602017327466,0.2577394426238225,14.37572163785164,1.72174058972877,12.43357475064531,0.0335199836665724,0.5727801917089446,2.3517333106650113,6.480897148662906,0.058375864601646,0.5097059605139209,0.0346514141521159,0.0580213070103961,2.28876272667126,0.8078813660932481,288.7929397228653,0.3129864486148025,1.9323888860001617,0.1078191647737668,0.3208279812939877,5.541401018814045
RO,6.194018029426356,4.827350032370788,6.691619818030209,0.4259833284638029,2.553540431260618,31.105520417836427,1.225215378132679,0.1548492114828473,2.17931729232413,5.490082171229897,1.1255267892168852,15.834693159916268,0.635513391489244,10.80803527392806,1.8909517688092432,40.18386860556141,0.1584836349328861,0.2186249431730364,0.0661511796706308,0.0998719534623953,5.5313012964548305,3.566382057374794,1.291699234431793,701.7479326020577,2.284279219178515,0.8505371312625806,1.6115255574482157,4.902576360157866
SE,1.482468403045945,3.402719657551228,0.1063972996257192,0.0409441999002668,0.8389938388916052,14.62760232884093,11.181643524075673,1.0621586412396269,0.3759967274665446,1.825823255625469,9.878255748609,6.388944276523718,0.0489957980719429,0.8703852479237066,2.0059043712764697,5.036198769679263,0.344611620383292,0.5656581505865141,0.2023313427650255,0.0738574803934154,2.65233659741247,2.1201211960698556,0.4069106978640089,0.199957276990477,436.7156999504827,0.1694379076706129,0.3549336954914004,5.23952145198343
SI,3.813649134086029,0.7562521738087258,0.2479426865502218,0.0179648503370989,0.8892076579646131,8.898467900114925,0.596370284635878,0.0676215786880869,0.174017818458772,0.7050851020691125,0.3256089529585833,2.5296731130067127,0.8885871274198334,1.6994406554746757,0.3559740297258452,7.754174309441032,0.0715091662411674,0.0985907243948136,0.0218514977302562,0.0168306192968497,0.5971856371049138,0.9885120451390076,0.129438193986746,0.3380007101377744,0.7188022483927422,113.01029685319004,0.638584665840198,1.027336728972256
SK,7.429820383310583,2.202417184391042,0.4771520966688827,0.0691873448792798,10.716635636663565,24.07842392975933,1.2516175440014767,0.145661724369727,0.1764022353598971,2.2192658298530263,1.10223921372641,6.821749484243286,0.2560788131298707,8.29068093767769,0.6917145292154901,9.953256551147716,0.2786189857097184,0.1918548935164609,0.1428340998411537,0.0330329348603389,1.6423955891340611,5.9166601347488665,0.3210933101572371,1.2957050878345129,2.7183757696173902,1.0526720500976054,163.46845985648585,2.7339076837694014
UK,5.359100829883581,24.98176988431303,0.8662760915802948,1.055452413791298,3.2198632045900544,74.44977211857173,15.491496900918936,0.5165374300008059,5.409768106429069,19.46131541445092,6.7722931543805505,51.34481085337747,0.2856772780274293,4.6187448436977165,78.02399560532112,27.145768626291368,0.6346677934519682,19.572722628910427,0.3619546650957844,1.3967354905170342,27.83802796276003,6.162699098728313,3.1030031142371386,1.5692994928668589,18.692545923574027,0.7736574411852524,1.4642004486537594,2985.852415271224
